"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","27 Oct 2018","30","110.71","110.55","0.28","-0.86","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","31","110.23","109.73","0.28","-0.52","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","32","108.85","108.37","0.29","-0.54","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","33","111.58","111.47","0.40","-1.03","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","34","111.61","111.10","0.41","-0.64","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","35","111.26","110.55","0.43","-0.46","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","36","110.97","110.54","0.47","-0.78","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","37","111.62","111.06","0.47","-0.65","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","38","112.48","112.17","0.46","-0.89","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","39","113.84","113.92","0.37","-1.18","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","40","114.78","114.83","0.32","-1.11","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","41","118.50","118.43","0.34","-1.01","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","42","116.25","116.16","0.32","-0.97","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","43","114.74","114.42","0.31","-0.73","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","44","138.04","138.12","0.61","-1.43","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","45","126.53","125.86","0.45","-0.51","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","46","122.49","122.13","0.43","-0.81","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","47","165.55","163.92","1.18","-0.28","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","27 Oct 2018","48","141.43","140.55","0.55","-0.41","0.00","0.20","0.3016","0.0000","0.2380"
"WEP","28 Oct 2018","1","122.03","121.22","0.27","-0.21","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","2","112.58","111.84","0.24","-0.25","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","3","112.61","111.61","0.20","0.05","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","4","111.07","110.46","0.17","-0.31","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","5","110.74","109.93","0.18","-0.12","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","6","108.29","107.45","0.17","-0.08","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","7","107.26","106.70","0.17","-0.36","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","8","105.38","104.83","0.17","-0.37","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","9","106.03","104.83","0.18","0.27","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","10","105.39","104.83","0.20","-0.39","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","11","105.19","104.83","0.18","-0.57","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","12","105.61","104.84","0.42","-0.40","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","13","107.36","106.72","0.50","-0.61","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","14","105.03","104.75","0.49","-0.96","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","15","105.43","104.88","0.56","-0.76","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","16","105.60","104.92","0.56","-0.63","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","17","107.29","106.75","0.79","-1.00","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","18","106.87","106.24","0.78","-0.90","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","19","108.87","108.90","0.39","-1.17","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","20","110.01","110.15","0.24","-1.14","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","21","113.15","113.00","0.22","-0.82","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","22","110.64","110.51","0.20","-0.82","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","23","110.53","110.52","0.20","-0.95","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","24","109.16","109.07","0.19","-0.85","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","25","108.15","107.87","0.20","-0.67","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","26","109.22","108.90","0.20","-0.63","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","27","109.23","108.89","0.38","-0.79","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","28","108.98","109.09","0.29","-1.15","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","29","109.25","109.08","0.20","-0.78","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","30","109.48","109.07","0.20","-0.54","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","31","109.47","108.90","0.19","-0.37","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","32","108.28","107.70","0.20","-0.37","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","33","107.57","106.84","0.32","-0.34","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","34","106.36","105.97","0.34","-0.70","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","35","107.60","106.77","0.36","-0.29","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","36","107.17","106.80","0.36","-0.74","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","37","109.20","108.89","0.26","-0.70","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","38","111.97","111.94","0.37","-1.09","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","39","118.97","118.58","0.39","-0.75","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","40","121.73","121.15","0.36","-0.53","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","41","124.50","124.32","0.34","-0.91","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","42","124.80","124.52","0.33","-0.80","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","43","126.19","125.77","0.35","-0.68","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","44","113.60","113.50","0.24","-0.89","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","45","111.72","110.99","0.22","-0.24","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","46","117.48","116.94","0.44","-0.65","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","47","116.80","115.93","0.43","-0.31","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","28 Oct 2018","48","108.52","107.66","0.34","-0.23","0.00","0.20","0.3016","0.0000","0.2490"
"WEP","29 Oct 2018","1","106.23","105.30","0.40","-0.20","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","2","104.01","103.31","0.29","-0.32","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","3","103.12","102.39","0.35","-0.35","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","4","103.17","102.32","0.35","-0.23","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","5","101.36","100.27","0.38","-0.02","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","6","100.43","99.90","0.28","-0.47","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","7","98.72","97.95","0.28","-0.23","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","8","98.78","97.95","0.28","-0.17","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","9","97.19","96.21","0.28","-0.02","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","10","100.83","99.83","0.28","-0.01","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","11","100.96","100.26","0.28","-0.30","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","12","102.43","101.62","0.43","-0.35","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","13","103.74","103.31","0.48","-0.78","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","14","106.04","106.09","0.46","-1.23","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","15","105.20","105.09","0.73","-1.34","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","16","109.17","108.65","0.71","-0.92","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","17","112.99","113.01","0.46","-1.20","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","18","122.05","122.22","0.46","-1.35","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","19","124.73","123.95","0.47","-0.42","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","20","128.51","128.12","0.40","-0.74","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","21","134.54","134.24","0.50","-0.93","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","22","140.69","140.47","0.56","-1.06","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","23","138.20","137.91","0.51","-0.94","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","24","130.44","130.18","0.37","-0.83","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","25","125.35","125.76","0.30","-1.43","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","26","127.85","128.14","0.33","-1.35","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","27","133.51","133.44","0.41","-1.07","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","28","137.96","137.81","0.50","-1.07","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","29","139.13","138.54","0.51","-0.64","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","30","134.78","134.25","0.44","-0.64","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","31","133.05","133.35","0.42","-1.45","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","32","132.84","134.24","0.41","-2.53","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","33","738.30","738.57","3.37","-4.36","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","34","696.24","695.61","5.22","-5.32","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","35","328.00","326.13","3.56","-2.42","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","36","297.92","295.77","4.05","-2.62","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","37","134.94","134.40","0.74","-0.92","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","38","141.02","140.53","0.86","-1.10","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","39","140.74","140.55","0.86","-1.39","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","40","134.17","134.30","0.60","-1.46","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","41","133.38","133.29","0.60","-1.23","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","42","140.33","140.62","0.60","-1.61","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","43","140.39","140.63","0.62","-1.58","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","44","213.63","213.94","2.16","-3.20","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","45","134.65","134.30","0.65","-1.03","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","46","121.69","121.06","0.61","-0.71","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","47","113.32","113.00","0.41","-0.81","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","29 Oct 2018","48","105.63","105.12","0.41","-0.62","0.00","0.20","0.3016","0.0000","0.2250"
"WEP","30 Oct 2018","1","111.90","111.49","0.21","-0.53","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","2","108.24","107.88","0.13","-0.49","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","3","106.21","105.12","0.33","0.04","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","4","104.43","103.60","0.32","-0.21","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","5","103.39","102.57","0.28","-0.18","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","6","101.51","100.84","0.22","-0.28","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","7","100.62","100.13","0.17","-0.40","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","8","100.61","100.12","0.17","-0.40","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","9","100.60","100.14","0.17","-0.44","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","10","101.11","100.85","0.17","-0.63","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","11","103.88","103.40","0.22","-0.47","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","12","105.04","104.69","0.40","-0.77","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","13","110.95","110.87","0.36","-1.00","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","14","120.98","121.07","0.45","-1.27","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","15","118.80","118.75","0.48","-1.15","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","16","131.83","131.38","0.70","-0.98","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","17","190.34","189.59","1.70","-1.68","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","18","263.63","262.07","3.29","-2.45","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","19","228.01","227.36","2.38","-2.46","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","20","158.94","159.05","0.95","-1.79","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","21","143.48","143.70","0.64","-1.58","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","22","134.09","134.45","0.44","-1.53","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","23","139.49","139.83","0.51","-1.57","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","24","131.42","131.83","0.37","-1.51","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","25","126.88","127.25","0.37","-1.46","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","26","127.76","128.28","0.37","-1.61","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","27","133.77","134.42","0.47","-1.85","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","28","140.76","140.64","0.69","-1.30","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","29","140.83","140.58","0.85","-1.32","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","30","134.49","134.39","0.47","-1.09","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","31","133.15","133.37","0.44","-1.39","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","32","133.42","133.37","0.44","-1.11","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","33","130.38","130.32","0.47","-1.13","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","34","128.35","128.27","0.54","-1.19","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","35","116.33","116.29","0.57","-1.25","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","36","116.95","117.27","0.73","-1.77","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","37","112.97","112.95","0.73","-1.44","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","38","116.85","116.80","0.73","-1.41","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","39","121.30","120.87","0.73","-1.02","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","40","125.33","124.99","0.60","-0.99","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","41","128.71","128.32","0.60","-0.93","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","42","133.91","134.45","0.45","-1.72","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","43","130.38","130.26","0.40","-1.00","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","44","122.56","122.76","0.30","-1.22","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","45","114.71","113.99","0.46","-0.47","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","46","121.66","121.09","0.71","-0.87","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","47","112.54","111.89","0.63","-0.71","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","30 Oct 2018","48","109.68","108.91","0.53","-0.49","0.00","0.20","0.3016","0.0000","0.2230"
"WEP","31 Oct 2018","1","111.98","111.05","0.52","-0.32","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","2","110.56","109.65","0.35","-0.17","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","3","107.54","106.29","0.17","0.36","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","4","106.18","105.32","0.34","-0.21","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","5","104.00","103.06","0.36","-0.14","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","6","103.71","102.75","0.35","-0.11","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","7","102.33","101.53","0.34","-0.26","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","8","101.02","100.14","0.34","-0.18","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","9","99.05","98.72","0.34","-0.74","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","10","100.75","100.31","0.34","-0.63","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","11","103.09","102.59","0.35","-0.58","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","12","105.33","104.70","0.42","-0.51","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","13","107.44","107.60","0.45","-1.34","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","14","110.22","110.10","0.45","-1.06","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","15","113.32","112.99","0.64","-1.04","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","16","120.66","119.65","0.70","-0.41","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","17","132.19","131.39","0.58","-0.51","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","18","139.25","138.52","0.67","-0.67","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","19","139.37","138.55","0.63","-0.54","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","20","139.21","138.55","0.56","-0.63","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","21","163.57","162.26","0.93","-0.35","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","22","216.28","214.82","1.75","-1.02","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","23","215.66","213.99","1.85","-0.91","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","24","144.04","143.75","0.63","-1.07","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","25","134.36","133.36","0.42","-0.14","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","26","134.58","134.54","0.44","-1.12","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","27","150.72","151.03","0.69","-1.72","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","28","215.53","214.56","1.69","-1.44","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","29","268.76","267.73","2.51","-2.21","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","30","214.60","214.50","1.66","-2.28","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","31","217.52","217.26","1.65","-2.12","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","32","215.32","214.85","1.66","-1.92","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","33","163.47","162.94","1.03","-1.22","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","34","140.55","140.65","0.78","-1.60","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","35","130.14","130.25","0.63","-1.46","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","36","121.36","121.16","1.02","-1.54","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","37","116.70","116.33","1.03","-1.39","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","38","117.00","116.46","1.02","-1.21","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","39","121.56","120.69","1.03","-0.88","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","40","125.33","124.83","0.40","-0.63","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","41","128.61","128.23","0.40","-0.75","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","42","140.76","140.81","0.54","-1.32","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","43","130.56","130.32","0.43","-0.91","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","44","126.49","126.34","0.40","-0.97","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","45","117.51","117.30","0.31","-0.83","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","46","128.29","128.17","0.41","-1.02","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","47","118.25","117.49","0.42","-0.39","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","31 Oct 2018","48","110.65","109.82","0.41","-0.31","0.00","0.20","0.3016","0.0000","0.2247"
"WEP","01 Nov 2018","1","111.83","110.87","0.58","-0.37","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","2","109.20","108.75","0.35","-0.64","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","3","109.27","108.68","0.27","-0.42","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","4","104.85","104.10","0.17","-0.16","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","5","103.51","102.78","0.28","-0.29","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","6","103.41","102.76","0.17","-0.26","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","7","103.42","102.61","0.17","-0.10","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","8","102.41","101.76","0.17","-0.26","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","9","102.32","101.76","0.17","-0.35","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","10","103.18","102.72","0.17","-0.45","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","11","103.22","102.77","0.17","-0.46","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","12","107.76","107.10","0.61","-0.69","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","13","109.27","108.98","0.36","-0.81","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","14","109.30","109.55","0.36","-1.35","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","15","114.65","115.15","0.72","-1.96","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","16","120.01","119.54","0.71","-0.98","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","17","128.90","128.69","0.69","-1.22","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","18","134.68","134.31","0.78","-1.15","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","19","134.53","134.35","0.54","-1.10","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","20","133.44","133.33","0.49","-1.12","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","21","195.52","194.97","1.53","-1.72","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","22","304.81","303.68","3.03","-2.64","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","23","204.19","203.71","1.57","-1.83","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","24","133.34","133.33","0.38","-1.11","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","25","130.64","130.28","0.35","-0.74","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","26","130.70","130.28","0.34","-0.66","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","27","133.25","133.33","0.37","-1.19","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","28","165.02","164.56","0.87","-1.15","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","29","144.25","143.68","0.58","-0.75","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","30","139.23","138.58","0.49","-0.58","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","31","133.73","133.31","0.37","-0.69","0.00","0.20","0.3016","0.0034","0.2358"
"WEP","01 Nov 2018","32","128.54","128.19","0.34","-0.73","0.00","0.20","0.3016","0.0034","0.2358"
